name,date
USA/NY-PRL-2021_0405_00K09/2021,2021-03-31
Brazil/RJ-LNN00891/2021,2021-04-14
Brazil/SP-IAL-4338/2021,2021-07-19
cat/Brazil/BA-UFOB/2021,2021-05-01
Brazil/SP-IAL-5132/2021,2021-08-24
France/PAC-HCL021056641501/2021,2021-03-16
Brazil/SP-IB_102032/2021,2021-04-25
Brazil/SP-IB_102109/2021,2021-04-25
Brazil/SP-IB_100962/2021,2021-04-05
Chile/AN-119299/2021,2021-06-30
Brazil/MG-HLAGYN-1861301/2021,2021-08-21
Belgium/IPG-285/2021,2021-04-26
USA/OR-CDC-LC0069616/2021,2021-06-02
Brazil/SP-19502/2021,2021-04-01
USA/MA-UMASSMED-P028G03/2021,2021-05-27
cat/Latvia/411/2020,2020-12-17
lion/India/TG-CCMB-L4/2021,2021-04-26
cat/USA/CT-21-002490-001/2021,2021-01-23
cat/USA/CT-21-002728-001/2021,2021-01-23
cat/Japan/VetC1/2020,2020-09-15
cat/Japan/VetC7/2021,2021-01-15
hamster/Russia/MOW-Moscow_PMVL-1-B1/2020,2020-07-30
hamster/Russia/MOW-Moscow_PMVL-1-B2/2020,2020-07-30
Peru/LIM-UPCH-1608/2020,2020-09-14
Argentina/INEI104721/2021,2021-04-26
Argentina/PAIS-E0490/2021,2021-10-26
Argentina/PAIS-E0483/2021,2021-10-28
Peru/LIM-INS-423/2021,2021-01-17
El_Salvador/INC-LNSP-033/2021,2021-08-02
cat/Peru/sc2_cat2/2021,2021-03-26
cat/Peru/sc2_cat1/2021,2021-03-26
cat/Peru/sc2_cat3/2021,2021-05-02
dog/Croatia/4603/2021,2021-04-15
cat/France/Env-Ba/2020,2020-05-14
cat/France/Env-Di/2020,2020-05-14
dog/Hong_Kong/20-03695/2020,2020-03-18
cat/USA/KY-20-026484-001/2020,2020-09-08
cat/Switzerland/ZH-UZH-Cat1/2020,2020-11-16
dog/USA/TX-20-018592-001/2020,2020-06-26
cat/England/CVR-Cat2/2020,2020-05-02
cat/Russia/LEN-RII-22390S/2021,2021-01-08
coati/Brazil/MG-FUNED-Q535/2021,2021-02-18
monkey/USA/MD-USAMRIID-AGM/2020,2020-04-06
cat/Greece/2K/2020,2020-11-23
cat/Russia/RII-LEN-22246S/2021,2021-01-06
mink/Canada/BC-E/2020,2020-12-04
mink/Canada/A/2020,2020-12-04
mink/Canada/B/2020,2020-12-04
mink/Canada/C/2020,2020-12-04
mink/Canada/D/2020,2020-12-04
cat/Latvia/2560/2021,2021-02-25
tiger/USA/VA-21-010728-003/2021,2021-04-09
tiger/USA/VA-21-010728-001/2021,2021-04-09
cat/France/un-JockerO/2021,2021-03-22
cat/USA/TX-TAMU-571-21-012903-001/2021,2021-04-15
dog/USA/MS-21-012417-001/2021,2021-04-16
otter/USA/GA-21-011485-005/2021,2021-04-16
otter/USA/GA-21-011485-003/2021,2021-04-16
otter/USA/GA-21-011485-011/2021,2021-04-16
otter/USA/GA-21-011485-007/2021,2021-04-16
otter/USA/GA-21-011485-009/2021,2021-04-16
cat/USA/TX-TAMU-562-21-012714-001/2021,2021-04-15
cat/USA/TX-TAMU-21-005988-005-467/2021,2021-02-12
dog/USA/TX-TAMU-21-005988-002-466/2021,2021-02-12
dog/Switzerland/TI-USZ_14_Tier1_Follow_up_1_Nase/2021,2021-06-03
cat/Germany/NW-FLI-0721/2021,2021-04-09
lion/Czech_Republic/3855-1/2021,2021-02-25
leopard/Czech_Republic/4102-5/2021,2021-03-01
tiger/Czech_Republic/4243-7/2021,2021-03-03
gorilla/Czech_Republic/4243-6/2021,2021-03-03
gorilla/Czech_Republic/5145-2/2021,2021-03-17
dog/Bosnia_and_Herzegovina/VFS-UNSA-LMGFI057/2021,2021-03-02
dog/Thailand/CU27042N/2021,2021-05-04
cat/Thailand/CU27081N/2021,2021-05-07
dog/Thailand/CU27184N/2021,2021-05-19
lion/USA/PA-21-010357-002/2021,2021-04-04
cat/Argentina/PAIS-C0164/2021,2021-05-10
lion/Sri_Lanka/CDR236/2021,2021-06-16
cat/Italy/PIE-IGA-cat/2021,2021-03-10
cat/France/un-UCN-JockerR/2021,2021-03-22
Turkey/HSGM-B4075/2021,2021-03-31
Austria/CeMM22012/2021,2021-12-28
USA/ID-CDC-LC0470926/2022,2022-01-04
USA/NC-CDC-LC0464384/2022,2022-01-04
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1NT-P2-8420/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM2NT-P1-8413/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1-NT-p2-vero-8234/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM2-NT-p1-vero-8229/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM2-lung-p1-vero-8231/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-12521-1-HAM10-NT-p1-vero-8233/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1-lung-p2-vero-8235/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1-NT-p1-vero-8230/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-12521-1-HAM9-NT-p1-vero-8232/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1NT-P1-8411/2021,2021-11-15
syrian_hamster/India/MH-ICMR-MCL-21-12521-1-HAM9NT-P1-8414/2021,2021-12-15
syrian_hamster/India/MH-ICMR-MCL-21-11828-HAM1NT-P2-8418/2021,2021-11-15
Sweden/SUS0007627/2021,2021-12-27
USA/ME-CDCBI-CRSP_BBTUNSG3YMFIQPTP/2022,2022-01-10
Georgia/Tb-sNGS3049/2022,2022-01-08
Saudi_Arabia/KFSHRC_0108Y/2021,2021-12-17
Peru/MOQ-INS-12425/2021,2021-12-27
Zambia/ZMB-128404/2021,2021-11-30
Switzerland/SG-CLM-01146424/2022,2022-01-14
USA/MS-UMMC-M42H5-523538/2022,2022-01-03
Bosnia_and_Herzegovina/VFS-UNSA-LMGFI1215/2022,2022-01-05
Norway/32419/2021,2021-12-13
New_Zealand/22CH0306/2022,2022-01-11
Mexico/ROO-INMEGEN-50-49/2022,2022-01-03
Denmark/DCGC-308154/2022,2022-01-03
Ghana/NMIMR-NCOV-21-60813/2021,2021-12-08
Pakistan/NIH-B33-S4/2021,2021-12-30
env/Austria/CeMM22287/2022,2022-01-09
Jordan/Biolab0472/2022,2022-01-07
dog/USA/TX-TAMU-077/2020,2020-07-28
mink/Denmark/mDK-314/2020,2020-11-16
cat/Denmark/mDK-317/2020,2020-11-17
cat/Denmark/mDK-315/2020,2020-11-17
mink/Denmark/mDK-228/2020,2020-11-02
cat/Denmark/mDK-316/2020,2020-11-17
mink/Denmark/mDK-304/2020,2020-11-10
mink/Denmark/mDK-23/2020,2020-10-27
mink/Denmark/mDK-590/2020,2020-10-13
mink/Denmark/mDK-591/2020,2020-10-13
mink/Denmark/mDK-71/2020,2020-09-23
mink/Denmark/mDK-422/2020,2020-10-27
mink/Denmark/mDK-566/2020,2020-10-15
mink/Denmark/mDK-273/2020,2020-11-09
mink/Denmark/mDK-522/2020,2020-10-20
mink/Denmark/mDK-187/2020,2020-11-03
mink/Denmark/mDK-189/2020,2020-11-03
mink/Denmark/mDK-72/2020,2020-09-24
mink/Denmark/mDK-78/2020,2020-09-09
mink/Denmark/mDK-82/2020,2020-09-09
mink/Denmark/mDK-527/2020,2020-10-16
mink/Denmark/mDK-532/2020,2020-10-19
mink/Denmark/mDK-497/2020,2020-10-21
mink/Denmark/mDK-198/2020,2020-11-03
mink/Denmark/mDK-560/2020,2020-10-19
mink/Denmark/mDK-214/2020,2020-11-02
mink/Denmark/mDK-176/2020,2020-11-05
mink/Denmark/mDK-152/2020,2020-11-06
mink/Poland/210209_3596/2021,2021-01-27
cat/USA/TX-TAMU-172-20-027713-002/2020,2020-09-11
cat/Thailand/CU27516/2021,2021-07-15
Thailand/Bangkok-CONI-0750/2021,2021-05-18
Cambodia/890986/2021,2021-12-09
Cambodia/814742/2021,2021-10-03
Kenya/SS4104/2021,2021-10-08
dog/Thailand/CU27791/2021,2021-09-14
Myanmar/DSMRC039/2021,2021-11-12
Bolivia/SAN-CABANA-PE-UPCH-2283/2021,2021-10-14
Peru/TAC-INS-7838/2021,2021-09-28
Australia/NSW-RPAH-2234/2022,2022-01-08
Mexico/QUE_InDRE_FB43885_S7920/2021,2021-09-23
lion/USA/CO-21-031946-010/2021,2021-10-14
lion/USA/CO-21-031946-011/2021,2021-10-14
lion/USA/CO-21-031946-007/2021,2021-10-14
lion/USA/CO-21-031946-006/2021,2021-10-14
lion/USA/CO-21-031946-001/2021,2021-10-14
lion/USA/CO-21-031946-008/2021,2021-10-14
lion/USA/CO-21-031946-005/2021,2021-10-14
hyena/USA/CO-21-033158-002/2021,2021-10-28
lion/USA/CO-21-031946-003/2021,2021-10-14
lion/USA/CO-21-031946-009/2021,2021-10-14
lion/USA/CO-21-031946-004/2021,2021-10-14
lion/USA/CO-21-031946-002/2021,2021-10-14
Mexico/MOR_IBT_IMSS_5248/2021,2021-12-21
Nigeria/NCDC-NR887/2021,2021-11-01
Cameroon/CERI-KRISP-K026445/2021,2021-09-23
gorilla/Netherlands/ZH-EMC-1/2021,2021-11-16
gorilla/Netherlands/ZH-EMC-4/2021,2021-11-16
gorilla/Netherlands/ZH-EMC-3/2021,2021-11-16
gorilla/Netherlands/ZH-EMC-2/2021,2021-11-16
Martinique/IPP51867/2021,2021-12-20
Thailand/DMSc-06059/2021,2021-12-20
Peru/AMA-UNTRM-243/2022,2022-01-05
Gambia/76319/2021,2021-09-23
Gambia/82622/2021,2021-10-20
Spain/MD-H12O_220003/2022,2022-01-03
Australia/NSW-ICPMR-10684/2021,2021-10-11
New_Zealand/21CH0356/2021,2021-10-28
New_Zealand/22CH0125/2022,2022-01-04
New_Zealand/21MV3179/2021,2021-11-14
New_Zealand/21MV3233/2021,2021-11-16
New_Zealand/21CV3725/2021,2021-12-02
Australia/VIC25347/2021,2021-09-28
Australia/SA1029/2021,2021-11-26
tiger/USA/OH-21-038314-003/2021,2021-12-13
lion/USA/OH-21-029137-001/2021,2021-09-28
dog/USA/MA-21-038692-001/2021,2021-12-14
Trinidad_and_Tobago/117748/2022,2022-01-01
lion/USA/IN-21-030962-003/2021,2021-10-10
env/Austria/CeMM21261/2021,2021-12-06
hippo/Belgium/U21158510003/2021,2021-11-23
Guadeloupe/IPP30329/2021,2021-09-27
Djibouti/NAMRU3_E263/2021,2021-09-30
Djibouti/NAMRU3_E295/2021,2021-10-03
Slovenia/552529/2021,2021-12-07
Denmark/DCGC-251631/2021,2021-12-02
England/NEWC-321B447/2022,2022-01-08
Ireland/DL-NVRL-M35IRL13683/2021,2021-08-08
Czech_Republic/FNHK-Ps-001710/2021,2021-12-08
Guatemala/INC-LNS-118/2021,2021-11-16
tiger/USA/OH-21-028714-001/2021,2021-09-15
cat/Japan/VetC9/2021,2021-08-15
Japan/PG-149278/2021,2021-10-04
mink/Latvia/5357/2021,2021-10-15
Bulgaria/21BG-EU_012798_Pl122/2021,2021-12-06
dog/USA/VA-21-032400-003/2021,2021-10-22
El_Salvador/INC-LNSP-109/2021,2021-12-02
Guatemala/ASI4655/2021,2021-10-05
Mexico/SIN-CIAD-CLN-L0283/2021,2021-11-17
Guatemala/ASI4707/2021,2021-10-01
USA/AR-UMGC-23725/2021,2021-11-10
Guatemala/INC-LNS-072/2021,2021-10-21
Costa_Rica/INC-1450-708488/2021,2021-10-11
USA/NV-CDC-ASC210662399/2021,2021-12-08
tiger/USA/PA-21-037088-003/2021,2021-12-07
Bolivia/SAN-CABANA-PE-UPCH-2297/2021,2021-10-30
Peru/ANC-INS-10744/2021,2021-11-22
lion/USA/AL-21-028712-001/2021,2021-09-14
lion/USA/AL-21-028713-002/2021,2021-09-19
USA/NM-UNM-ED00878/2021,2021-12-28
Aruba/AW-RIVM-63988/2021,2021-09-29
Canada/AB-ABPHL-41187/2021,2021-11-04
cat/USA/OH-21-037782-001/2021,2021-12-10
tiger/USA/MI-21-037244-002/2021,2021-12-03
lion/USA/HI-21-031374-001/2021,2021-10-04
lion/USA/HI-21-031374-002/2021,2021-10-11
dog/USA/GA-CDC-4213400-001/2021,2021-07-20
dog/USA/GA-CDC-4213401-001/2021,2021-07-20
dog/USA/WA-DDL21-10981-5/2021,2021-07-15
dog/USA/WA-DDL21-10981-4/2021,2021-07-15
cat/USA/WA-DDL21-12930-3/2021,2021-08-18
USA/GU-CDC-2-5097611/2021,2021-09-29
cat/USA/FL-21-024155-001/2021,2021-08-17
Algeria/90944/2021,2021-11-20
India/KA-RF-NCBS-RFNB-139/2021,2021-08-27
env/Austria/CeMM18920/2021,2021-10-24
env/Austria/CeMM17563/2021,2021-09-26
env/Austria/CeMM20954/2021,2021-11-28
Maldives/MAV80760/2021,2021-08-28
env/Austria/CeMM17503/2021,2021-09-26
Morocco/IPM20383993/2021,2021-11-19
Ghana/FS-21-2667/2021,2021-09-24
Hong_Kong/CM21000619/2021,2021-09-26
Sweden/Orebro-47736185/2021,2021-12-03
Mozambique/CERI-KRISP-K025923/2021,2021-07-05
Monaco/IPP14384/2021,2021-06-15
Iceland/7544/2021,2021-07-23
Peru/TAC-INS-7981/2021,2021-09-23
Israel/SMC-7026713/2021,2021-12-07
Slovakia/39101/2021,2021-11-29
Philippines/PH-PGC-67417/2021,2021-08-03
Estonia/17534312/2021,2021-09-25
Bulgaria/21BG-EU_012464_Pl119/2021,2021-12-01
Iraq/CPHL-030921-16/2021,2021-08-30
Malaysia/UNIMAS-HBTU452/2021,2021-11-15
Nepal/S-82/2021,2021-06-03
gorilla/USA/CA-SEARCH-113031/2021,2021-10-31
Finland/P-17149/2021,2021-12-01
env/USA/CA-SEARCH-55206/2021,2021-09-23
tiger/USA/NE-TIGER_NCOV21-40166/2021,2021-11-06
tiger/USA/NE-TIGER_NCOV21-40167/2021,2021-11-07
tiger/USA/NE-21-034299-001/2021,2021-11-07
tiger/USA/NE-21-034299-005/2021,2021-11-07
tiger/USA/FL-21-024706-001/2021,2021-08-19
dog/USA/OH-OSU-0508-11172021/2021,2021-09-24
dog/USA/OH-OSU-0508-031718/2021,2021-09-24
cat/USA/IN-21-032644-001/2021,2021-10-17
tiger/USA/CA-21-032969-001/2021,2021-10-27
tiger/USA/CA-21-032685-002/2021,2021-10-25
tiger/USA/CA-SEARCH-113029/2021,2021-10-27
tiger/USA/CA-SEARCH-113034/2021,2021-10-21
tiger/USA/CA-21-032969-002/2021,2021-10-27
tiger/USA/CA-SEARCH-113030/2021,2021-10-27
binturong/USA/IL-21-029528-001/2021,2021-09-30
fishing_cat/USA/IL-21-029527-002/2021,2021-09-29
snow_leopard/USA/IL-21-029401-002/2021,2021-09-28
tiger/USA/IL-21-028948-002/2021,2021-09-24
lion/USA/IL-21-029401-005/2021,2021-09-28
snow_leopard/USA/IL-21-029401-007/2021,2021-09-28
lion/USA/UT-21-031970-001/2021,2021-10-20
lion/USA/UT-21-031970-004/2021,2021-10-20
lion/USA/UT-21-031970-003/2021,2021-10-20
lion/USA/UT-21-031970-005/2021,2021-10-20
lion/USA/MO-21-033928-007/2021,2021-11-04
tiger/USA/MO-21-033928-005/2021,2021-11-04
gorilla/USA/GA-21-026420-012/2021,2021-09-01
gorilla/USA/GA-21-026626-003/2021,2021-09-01
gorilla/USA/GA-21-026626-002/2021,2021-09-01
gorilla/USA/GA-21-026626-001/2021,2021-09-01
New_Zealand/21CH0797/2021,2021-11-23
Kuwait/Jaber2120422654/2021,2021-11-04
lion/Singapore/NParks-G11342/2021,2021-11-09
Egypt/NRC-1039/2021,2021-09-29
cat/USA/CA-21-035224-002/2021,2021-11-15
dog/USA/GA-21-027601-001/2021,2021-08-26
dog/USA/FL-21-025847-001/2021,2021-08-25
gorilla/USA/MO-21-029402-003/2021,2021-09-28
gorilla/USA/MO-21-029402-001/2021,2021-09-28
gorilla/USA/MO-21-029402-004/2021,2021-09-28
cat/USA/IA-21-036031-001/2021,2021-11-10
tiger/USA/CA-21-022578-002/2021,2021-08-01
tiger/USA/CA-ALSR-105425/2021,2021-08-01
cat/USA/CA-21-025577-001/2021,2021-08-17
cat/USA/WY-21-028404-001/2021,2021-09-09
dog/USA/NJ-21-027164-001/2021,2021-09-05
dog/USA/WA-DDL21-11754-4/2021,2021-07-29
cat/USA/ID-21-032645-001/2021,2021-10-16
lion/USA/NC-21-035353-004/2021,2021-11-15
lion/USA/NC-21-035353-002/2021,2021-11-15
lion/USA/NC-21-035353-001/2021,2021-11-15
Croatia/85577/2021,2021-08-14
tiger/USA/NE-NCOV21-37806/2021,2021-10-11
tiger/USA/NE-NCOV21-37809/2021,2021-10-11
snow_leopard/USA/NE-NCOV21-37807/2021,2021-10-11
snow_leopard/USA/NE-NCOV21-37805/2021,2021-10-11
cat/USA/NJ-VSP3509/2021,2021-09-22
cat/USA/NJ-VSP3510/2021,2021-09-29
ferret/USA/FL-21-028281-001/2021,2021-09-18
lion/Puerto_Rico/PR-21-31013-001/2021,2021-10-13
lion/Puerto_Rico/PR-21-31013-006/2021,2021-10-13
cat/USA/VA-21-024401-001/2021,2021-08-05
tiger/USA/SD-21-029378-001/2021,2021-09-30
USA/GA-CDC-ASC210364108/2021,2021-10-14
dog/USA/KS-21-026614-002/2021,2021-09-07
dog/USA/KS-8074/2021,2021-09-07
Belgium/ULG-21773/2021,2021-10-04
cat/Belgium/SCU2109509-002/2021,2021-07-06
dog/Spain/CT-IrsiCaixaR026ND2E9/2021,2021-07-26
Croatia/12200/2021,2021-10-08
Suriname/SR-713/2021,2021-09-23
Croatia/14943/2021,2021-11-24
Serbia/J907058_3011/2021,2021-11-30
Bosnia_and_Herzegovina/VFS-UNSA-LMGFI637/2021,2021-11-16
mink/Poland/51801-1/2021,2021-11-30
India/AP-CCMB-CIB2569/2021,2021-10-14
env/Austria/CeMM19698/2021,2021-11-07
lion/South_Africa/ZARV-ZRU127/2021,2021-06-25
lion/SouthAfrica/ZARV-ZRU125/2021,2021-06-22
lion/SouthAfrica/ZARV-ZRU128/2021,2021-06-25
dog/USA/FL-21-025578-001/2021,2021-08-18
tiger/USA/FL-21-029065-001/2021,2021-09-17
tiger/USA/FL-21-028906-001/2021,2021-09-17
dog/USA/FL-21-022193-001/2021,2021-07-26
Bonaire/BQ-RIVM-61689/2021,2021-09-24
Bonaire/BQ-RIVM-61679/2021,2021-09-24
Curacao/CW-RIVM-67106/2021,2021-10-18
Vietnam/HN_108.136/2022,2022-01-01
Egypt/ARMY-EVA-Pharma-Wave4-023/2021,2021-09-04
Mexico/TAB_InDRE_FB50668_S9603/2021,2021-11-02
lion/India/TG-CCMB-L3/2021,2021-04-26
lion/India/TN-NIHSAD-21-0004/2021,2021-05-29
lion/India/TN-NIHSAD-21-0011/2021,2021-05-29
lion/India/TN-NIHSAD-21-0016/2021,2021-05-29
lion/India/TN-NIHSAD-21-0019/2021,2021-05-29
otter/USA/FL-21-025190-001/2021,2021-08-24
otter/USA/FL-21-025190-002/2021,2021-08-24
otter/USA/FL-21-025190-003/2021,2021-08-24
Uzbekistan/346/2021,2021-06-25
Turkey/HSGM-B18288/2021,2021-03-31
Turkey/HSGM-GF12600/2021,2021-07-28
Turkey/HSGM-B4613/2021,2021-03-31
Turkey/HSGM-G17790/2021,2021-06-18
Turkey/HSGM-GF1673/2021,2021-07-12
Turkey/HSGM-B18273/2021,2021-06-23
Turkey/HSGM-B17233/2021,2021-06-16
Spain/CT-HUGTiPM022DQ9A8/2021,2021-06-18
Canada/ON-PHL-21-09886/2021,2021-04-15
Scotland/QEUH-14AD684/2021,2021-03-31
England/RAND-152AD89/2021,2021-04-20
Belgium/ZNA_21222370/2021,2021-01-30
USA/CA-CDPH-2000045325/2021,2021-04-18
Canada/ABPHL-09451/2021,2021-03-19
Italy/ABR-IZSGC-161257/2021,2021-03-16
Denmark/DCGC-40611/2021,2021-02-01
Spain/CT-RB27241/2021,2021-05-18
Germany/BW-RKI-I-045810/2021,2021-02-26
Canada/QC-1nIRE-U12223189Q/2021,2021-01-22
Canada/Qc-HMR-A5084329/2021,2021-01-08
Canada/Qc-HCLM-7051637058/2021,2021-01-27
France/OCC-CHU-TLS-210701209901/2021,2021-03-08
France/ARA-CHUGA-1029211408/2021,2021-02-15
France/ARA-HCL021025137001/2021,2021-02-08
USA/TX-HMH-3870/2020,2020-06-16
Luxembourg/LNS6326231/2020,2020-04-02
mink/Netherlands/NB-EMC-11-2/2020,2020-06-07
mink/Netherlands/NB-EMC-11-1/2020,2020-06-07
mink/Netherlands/NB-EMC-11-3/2020,2020-06-07
mink/Netherlands/NB-EMC-11-19/2020,2020-06-07
Canada/BC_24319756/2020,2020-03-15
England/204742183/2020,2020-06-15
Switzerland/AG-UZH-1000478635/2020,2020-03-03
Belgium/rega-0429624/2020,2020-04-29
Germany/BW-RKI-I-040347/2021,2021-01-31
cat/Belgium/BE-MG-0320/2020,2020-03-11
Scotland/CVR4437/2020,2020-09-19
Luxembourg/LNS0917978/2020,2020-10-21
France/PAC-IHU-39649_Nova1/2020,2020-03-15
France/IDF-IPP00117/2021,2021-01-02
mink/Denmark/mDK-30/2020,2020-10-16
mink/Denmark/mDK-157/2020,2020-11-05
mink/Denmark/mDK-159/2020,2020-11-05
mink/Denmark/mDK-158/2020,2020-11-05
mink/Denmark/mDK-518/2020,2020-11-18
dog/USA/SC-20-018705-001/2020,2020-06-26
England/EKHU-260F4EB/2020,2020-10-01
Wales/PHWC-16341D/2020,2020-05-08
Turkey/HSGM-B19143/2021,2021-06-29
mouse/Austria/CeMM3758/2021,2021-02-05
mouse/Harbin/HRB-26m/2020,2020-04-19
mink/Netherlands/NB-EMC-15-3/2020,2020-06-21
mink/Netherlands/NB-EMC-10-5/2020,2020-06-07
mink/Netherlands/NB-EMC-2-7/2020,2020-04-27
mouse/USA/IA-N501Y-MA30/2021,2021-01-22
monkey/USA/LA-MAN0002A19/2020,2020-06-15
monkey/USA/LA-MAN0002A17/2020,2020-06-22
monkey/USA/LA-MAN0002A18/2020,2020-06-22
mouse/Wuhan/LG/2020,2020-06-05
USA/NY-CDC-ASC210571276/2021,2021-12-28
dog/Hong_Kong/20-02756/2020,2020-02-26
lion/USA/NY-3-041520/2020,2020-04-04
lion/USA/NY-041520/2020,2020-04-04
lion/USA/NY-2-041520/2020,2020-04-04
lion/USA/NY-2/2020,2020-04-04
Wuhan/IPBCAMS-WH-01/2019,2019-12-24
4658,2021-12-01
4645,2021-11-04
4534,2021-11-20
4538,2021-11-20
4662,2021-12-01
4581,2021-12-01
4649,2021-11-03
MN908947.3,2019-12-31
